"行","事務所コード","関与先コード","納税者(関与先)","決算月","申請・届出書類名","提出先","電子申請データ作成","電子署名(納税者)","電子署名(税理士)","送信","申請受付日時","即時通知","受信通知","送付書","提出期限","報告書","実践報告","監査担当者"
"679","5121","637","株式会社　美工業","11","（地方）法人設立・設置届出書","広島市"," 4. 1. 6(09:09)",,"完了","済"," 4. 1.31(11:20)","正常","正常",,,"○","－","川口　祐汰"
"680","5121","512","有限会社　はら建興","6","（地方）異動届","海田町"," 4. 1.17(09:10)",,"完了","済"," 4. 1.31(11:18)","正常","正常",,,,"－","河野　秀太"
"681","5121","637","株式会社　美工業","11","（地方）法人設立・設置届出書","広島県西部県税事務所（芸北）"," 4. 1. 6(09:09)",,"完了","済"," 4. 1.29(22:28)","正常","正常",,,"○","－","川口　祐汰"
"682","5121","512","有限会社　はら建興","6","（地方）異動届","広島県西部県税事務所（広島）"," 4. 1.17(09:10)",,"完了","済"," 4. 1.29(22:27)","正常","正常",,,"○","－","河野　秀太"
"683","5121","813","株式会社　ピース","10","（地方）異動届","広島市"," 4. 1.21(08:50)",,"完了","済"," 4. 1.29(22:27)","正常","正常",,,"○","－","佐々木　博也"
"684","5121","813","株式会社　ピース","10","（地方）異動届","広島県西部県税事務所（広島）"," 4. 1.21(08:50)",,"完了","済"," 4. 1.29(22:27)","正常","正常",,,"○","－","佐々木　博也"
"685","5121","637","株式会社　美工業","11","青色申告の承認申請書","税務署"," 4. 1. 6(09:09)",,"完了","済"," 4. 1.29(22:27)","正常","正常",,,"○","－","川口　祐汰"
"686","5121","637","株式会社　美工業","11","給与支払事務所等の開設・移転・廃止届出書","税務署"," 4. 1. 5(13:30)",,"完了","済"," 4. 1.29(22:27)","正常","正常",,,"○","－","川口　祐汰"
"687","5121","637","株式会社　美工業","11","法人設立届出書","税務署"," 4. 1. 6(09:10)",,"完了","済"," 4. 1.29(22:27)","正常","正常",,,"○","－","川口　祐汰"
"688","5121","549","株式会社　ケアメディック","11","消費税課税事業者届出書","税務署"," 4. 1.12(11:13)",,"完了","済"," 4. 1.29(22:27)","正常","正常",,,"○","－","増田　健司"
"689","5121","813","株式会社　ピース","10","給与支払事務所等の開設・移転・廃止届出書","税務署"," 4. 1.24(08:32)",,"完了","済"," 4. 1.29(22:27)","正常","正常",,,"○","－","佐々木　博也"
"690","5121","813","株式会社　ピース","10","異動届出書","税務署"," 4. 1.24(08:32)",,"完了","済"," 4. 1.29(22:27)","正常","正常",,,"○","－","佐々木　博也"
"691","5121","512","有限会社　はら建興","6","給与支払事務所等の開設・移転・廃止届出書","税務署"," 4. 1.17(09:10)",,"完了","済"," 4. 1.29(22:27)","正常","正常",,,"○","－","河野　秀太"
"692","5121","512","有限会社　はら建興","6","異動届出書","税務署"," 4. 1.17(09:10)",,"完了","済"," 4. 1.29(22:26)","正常","正常",,,"○","－","河野　秀太"
"693","5121","357","株式会社　Ｋｅｙ‐ｓｔｏｎｅ","10","棚卸資産の評価方法の届出書","税務署"," 4. 1.12(08:50)",,"完了","済"," 4. 1.29(16:44)","正常","正常",,,"○","－","佐々木　博也"
"694","5121","357","株式会社　Ｋｅｙ‐ｓｔｏｎｅ","10","減価償却資産の償却方法の届出書","税務署"," 4. 1.12(08:51)",,"完了","済"," 4. 1.29(16:44)","正常","正常",,,"○","－","佐々木　博也"
"695","5121","357","株式会社　Ｋｅｙ‐ｓｔｏｎｅ","10","源泉所得税の納期の特例の承認に関する申請書","税務署"," 4. 1.12(08:51)",,"完了","済"," 4. 1.29(16:44)","正常","正常",,,"○","－","佐々木　博也"
"696","5121","357","株式会社　Ｋｅｙ‐ｓｔｏｎｅ","10","給与支払事務所等の開設・移転・廃止届出書","税務署"," 4. 1.12(08:51)",,"完了","済"," 4. 1.29(16:44)","正常","正常",,,"○","－","佐々木　博也"
"697","5121","357","株式会社　Ｋｅｙ‐ｓｔｏｎｅ","10","青色申告の承認申請書","税務署"," 4. 1.12(08:51)",,"完了","済"," 4. 1.29(16:44)","正常","正常",,,"○","－","佐々木　博也"
"698","5121","357","株式会社　Ｋｅｙ‐ｓｔｏｎｅ","10","法人設立届出書","税務署"," 4. 1.12(08:51)",,"完了","済"," 4. 1.29(16:44)","正常","正常","有",,"○","－","佐々木　博也"
"699","15180","068","拓鉄工業","12","給与支払事務所等の開設・移転・廃止届出書","税務署"," 4. 1.19(08:48)",,"完了","済"," 4. 1.19(09:04)","正常","正常",,,,"－","山口　拓也"
"700","5121","154","株式会社　アール・イー","10","欠損金の繰戻しによる還付請求書","税務署"," 3.12.28(16:11)",,"完了","済"," 3.12.28(17:12)","正常","正常",," 3.12.28",,"－","胤森　和樹"
"701","15180","064","ｍａｒｑｕｉｓｅ","12","消費税簡易課税制度選択届出書","税務署"," 3.12.28(13:38)",,"完了","済"," 3.12.28(16:12)","正常","正常",,,"○","－","奥谷　佐代子"
"702","15180","064","ｍａｒｑｕｉｓｅ","12","消費税課税事業者届出書","税務署"," 3.12.28(13:38)",,"完了","済"," 3.12.28(16:12)","正常","正常","有",,"○","－","奥谷　佐代子"
"703","5121","934","岡田　翼",,"所得税・消費税の納税地の異動又は変更に関する届出書","税務署"," 3.12.24(14:32)",,"完了","済"," 3.12.28(14:40)","正常","正常",,,"○","－","飛垣内　恵美子"
"704","15180","737","渡辺　八栄子",,"消費税課税事業者届出書（相続・合併・分割等により提出する場合）","税務署"," 3.12.20(14:48)",,"完了","済"," 3.12.28(14:40)","正常","正常","有",,"○","－","飛垣内　恵美子"
"705","5121","961","株式会社　インテリアエム","12","消費税課税事業者届出書","税務署"," 3.12. 3(09:43)",,"完了","済"," 3.12.28(14:40)","正常","正常",,,"○","－","大神　浩央"
"706","99999","189","勇気鍼灸整骨院","12","消費税簡易課税制度選択届出書","税務署"," 3.12.27(17:40)",,"完了","済"," 3.12.28(14:40)","正常","正常",,,"○","－","河野　秀太"
"707","15180","740","ステラデンタルクリニック","12","青色事業専従者給与に関する届出・変更届出書","税務署"," 3.12.27(10:20)",,"完了","済"," 3.12.28(14:40)","正常","正常","有",,"○","－","斗納　慶明"
"708","15180","919","グレイス矯正歯科クリニック","12","消費税簡易課税制度選択届出書","税務署"," 3.12.27(17:26)",,"完了","済"," 3.12.28(14:40)","正常","正常",,,"○","－","河野　秀太"
"709","5121","678","株式会社　スラッガー","9","異動届出書","税務署"," 3.12.27(10:58)",,"完了","済"," 3.12.28(14:40)","正常","正常",,,"○","－","大神　浩央"
"710","15180","854","ビューティーサロン　かーる","12","所得税の青色申告の取りやめ届出書","税務署"," 3.12.24(15:59)",,"完了","済"," 3.12.28(14:40)","正常","正常",,,"○","－","飛垣内　恵美子"
"711","15180","854","ビューティーサロン　かーる","12","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3.12.24(15:59)",,"完了","済"," 3.12.28(14:40)","正常","正常",,,"○","－","飛垣内　恵美子"
"712","15180","854","ビューティーサロン　かーる","12","個人事業の開業・廃業等届出書","税務署"," 3.12.24(15:59)",,"完了","済"," 3.12.28(14:40)","正常","正常",,,"○","－","飛垣内　恵美子"
"713","15180","373","ＡＢＬＡＺＥ","12","消費税簡易課税制度選択届出書","税務署"," 3.12.27(17:01)",,"完了","済"," 3.12.28(14:40)","正常","正常",,,"○","－","年岡　藍子"
"714","15180","684","リペア","12","消費税課税事業者届出書","税務署"," 3.12.27(09:15)",,"完了","済"," 3.12.28(14:40)","正常","正常","有",,"○","－","越智　俊仁"
"715","5121","678","株式会社　スラッガー","9","（地方）異動届","広島市"," 3.12.27(10:58)",,"完了","済"," 3.12.28(14:38)","正常","正常",,,"○","－","大神　浩央"
"716","5121","678","株式会社　スラッガー","9","（地方）異動届","広島県西部県税事務所（広島）"," 3.12.27(10:58)",,"完了","済"," 3.12.28(14:34)","正常","正常",,,"○","－","大神　浩央"
"717","5121","393","リベルタス合同会社","12","消費税簡易課税制度選択届出書","税務署"," 3.12.28(10:23)",,"完了","済"," 3.12.28(14:23)","正常","正常",,,"○","－","佐々木　渉"
"718","5121","393","リベルタス合同会社","12","消費税課税事業者届出書","税務署"," 3.12.28(10:22)",,"完了","済"," 3.12.28(14:18)","正常","正常",,,"○","－","佐々木　渉"
"719","5121","373","木村　敦子",,"消費税課税事業者選択届出書","税務署"," 3.12.28(09:51)",,"完了","済"," 3.12.28(14:14)","正常","正常",,,"○","－","河野　秀太"
"720","15180","133","那須建工","12","青色事業専従者給与に関する届出・変更届出書","税務署"," 3.12.28(09:34)",,"完了","済"," 3.12.28(14:10)","正常","正常","有"," 3.12.31","○","－","池上　明日香"
"721","15180","133","那須建工","12","個人事業の開業・廃業等届出書","税務署"," 3.12.28(09:34)",,"完了","済"," 3.12.28(14:07)","正常","正常",," 3.12.31","○","－","池上　明日香"
"722","15180","133","那須建工","12","源泉所得税の納期の特例の承認に関する申請書","税務署"," 3.12.28(09:34)",,"完了","済"," 3.12.28(13:49)","正常","正常",," 3.12.31","○","－","池上　明日香"
"723","15180","133","那須建工","12","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3.12.28(09:34)",,"完了","済"," 3.12.28(13:41)","正常","正常",," 3.12.31","○","－","池上　明日香"
"724","5121","396","有限会社　脇本商店","9","（金銭交付用）事前確定届出給与に関する届出書","税務署"," 3.12.24(12:54)",,"完了","済"," 3.12.28(13:28)","正常","正常",," 3.12.28","○","－","山﨑　智之"
"725","15180","821","工藤興業","12","消費税課税事業者届出書","税務署"," 3.12. 6(16:06)",,"完了","済"," 3.12.27(22:39)","正常","正常","有",,"○","－","大野　弘貴"
"726","15180","821","工藤興業","12","消費税簡易課税制度選択届出書","税務署"," 3.12.14(19:52)",,"完了","済"," 3.12.27(22:39)","正常","正常",,,"○","－","大野　弘貴"
"727","15180","406","ｔａｖｅｒｎａ　ＴＡＫＥＤＡ","12","消費税の納税義務者でなくなった旨の届出書","税務署"," 3.12.20(19:44)",,"完了","済"," 3.12.27(22:36)","正常","正常",,,"○","－","川口　祐汰"
"728","15180","050","ＹＳ設備サービス","12","源泉所得税の納期の特例の承認に関する申請書","税務署"," 3.12. 1(11:39)",,"完了","済"," 3.12.27(22:33)","正常","正常",,,"○","－","岡本　拓"
"729","15180","050","ＹＳ設備サービス","12","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3.12. 1(11:39)",,"完了","済"," 3.12.27(22:33)","正常","正常",,,"○","－","岡本　拓"
"730","5121","071","株式会社　インクルース","9","（地方）法人設立・設置届出書","広島市"," 3.12. 7(10:25)",,"完了","済"," 3.12.27(22:28)","正常","正常",,,"○","－","八谷　聡美"
"731","5121","128","株式会社　ひなた","5","（地方）異動届","広島市"," 3.12. 7(18:34)",,"完了","済"," 3.12.27(22:27)","正常","正常",,,"○","－","河野　秀太"
"732","5121","552","医療法人　Ｍ．コラソン","9","（地方）異動届","東広島市"," 3.12. 7(18:40)",,"完了","済"," 3.12.27(22:27)","正常","正常",,,"○","－","河野　秀太"
"733","5121","474","株式会社　ワンダーウォール","12","消費税課税事業者届出書","税務署"," 3.12. 3(10:59)",,"完了","済"," 3.12.27(22:27)","正常","正常",,,"○","－","大神　浩央"
"734","15180","773","ＯＬＬＩＥ’Ｓ","12","消費税簡易課税制度選択不適用届出書","税務署"," 3.12. 9(20:11)",,"完了","済"," 3.12.27(22:27)","正常","正常",," 3.12.31","○","－","上畠　達也"
"735","15180","143","天然素材　海家","12","源泉所得税の納期の特例の承認に関する申請書","税務署"," 3.12.14(15:29)",,"完了","済"," 3.12.27(22:27)","正常","正常",,,"○","－","岡本　拓"
"736","15180","933","森本　貴子","12","消費税簡易課税制度選択不適用届出書","税務署"," 3.12.21(09:52)",,"完了","済"," 3.12.27(22:27)","正常","正常",,,"○","－","岡本　拓"
"737","15180","412","居酒屋　土筆","12","消費税簡易課税制度選択不適用届出書","税務署"," 3.12.17(13:01)",,"完了","済"," 3.12.27(22:27)","正常","正常",,,"○","－","林　真理枝"
"738","5121","713","株式会社　イーグル","10","（地方）異動届","広島市"," 3.12. 9(11:03)",,"完了","済"," 3.12.27(22:24)","正常","正常",,,"○","－","安田　祥英"
"739","5121","713","株式会社　イーグル","10","（地方）異動届","広島県西部県税事務所（広島）"," 3.12. 9(11:03)",,"完了","済"," 3.12.27(22:24)","正常","正常",,,"○","－","安田　祥英"
"740","5121","252","株式会社　ｗｉｓｈＡＩ","8","（地方）異動届","広島市"," 3.12.17(14:43)",,"完了","済"," 3.12.27(22:24)","正常","正常",,,"○","－","吉川　知希"
"741","5121","252","株式会社　ｗｉｓｈＡＩ","8","（地方）異動届","広島県西部県税事務所（広島）"," 3.12.17(14:43)",,"完了","済"," 3.12.27(22:24)","正常","正常",,,"○","－","吉川　知希"
"742","5121","702","有限会社　ケアネット広島","7","（地方）異動届","広島市"," 3.12. 8(17:45)",,"完了","済"," 3.12.27(22:24)","正常","正常",,,"○","－","河野　秀太"
"743","5121","702","有限会社　ケアネット広島","7","（地方）異動届","広島県西部県税事務所（広島）"," 3.12. 8(17:45)",,"完了","済"," 3.12.27(22:24)","正常","正常",,,"○","－","河野　秀太"
"744","5121","713","株式会社　イーグル","10","異動届出書","税務署"," 3.12. 9(11:03)",,"完了","済"," 3.12.27(22:24)","正常","正常",,,"○","－","安田　祥英"
"745","5121","252","株式会社　ｗｉｓｈＡＩ","8","異動届出書","税務署"," 3.12.17(14:43)",,"完了","済"," 3.12.27(22:24)","正常","正常",,,"○","－","吉川　知希"
"746","5121","252","株式会社　ｗｉｓｈＡＩ","8","青色申告の承認申請書","税務署"," 3.12.17(14:43)",,"完了","済"," 3.12.27(22:23)","正常","正常",,,"○","－","吉川　知希"
"747","5121","702","有限会社　ケアネット広島","7","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3.12. 8(17:45)",,"完了","済"," 3.12.27(22:23)","正常","正常",,,"○","－","河野　秀太"
"748","5121","702","有限会社　ケアネット広島","7","異動届出書","税務署"," 3.12. 8(17:45)",,"完了","済"," 3.12.27(22:23)","正常","正常",,,"○","－","河野　秀太"
"749","15180","130","ゆたか歯科クリニック","12","消費税課税事業者届出書","税務署"," 3.12. 8(18:55)",,"完了","済"," 3.12.27(22:23)","正常","正常","有",,"○","－","胤森　和樹"
"750","15180","130","ゆたか歯科クリニック","12","消費税簡易課税制度選択届出書","税務署"," 3.12. 8(18:55)",,"完了","済"," 3.12.27(22:23)","正常","正常",,,"○","－","胤森　和樹"
"751","5121","201","Ｎｅｘｔ　株式会社","10","（地方）異動届","広島市"," 3.12. 3(18:44)",,"完了","済"," 3.12.27(22:12)","正常","正常",,,,"－","山田　健司"
"752","5121","201","Ｎｅｘｔ　株式会社","10","（地方）異動届","広島県西部県税事務所（広島）"," 3.12. 3(18:44)",,"完了","済"," 3.12.27(22:11)","正常","正常",,,,"－","山田　健司"
"753","5121","201","Ｎｅｘｔ　株式会社","10","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3.12. 3(18:44)",,"完了","済"," 3.12.27(22:11)","正常","正常",,,,"－","山田　健司"
"754","5121","201","Ｎｅｘｔ　株式会社","10","異動届出書","税務署"," 3.12. 3(18:44)",,"完了","済"," 3.12.27(22:11)","正常","正常",,,,"－","山田　健司"
"755","5121","455","有限会社　パーマックドライセンター","6","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3.12.15(08:40)",,"完了","済"," 3.12.27(22:08)","正常","正常",," 3.12.31",,"－","山﨑　智之"
"756","5121","455","有限会社　パーマックドライセンター","6","異動届出書","税務署"," 3.12.15(08:40)",,"完了","済"," 3.12.27(22:02)","正常","正常",," 3.12.31",,"－","山﨑　智之"
"757","5121","455","有限会社　パーマックドライセンター","6","（地方）異動届","広島市"," 3.12.15(08:40)",,"完了","済"," 3.12.27(21:51)","正常","正常",," 3.12.31",,"－","山﨑　智之"
"758","5121","455","有限会社　パーマックドライセンター","6","（地方）異動届","広島県西部県税事務所（広島）"," 3.12.15(08:40)",,"完了","済"," 3.12.27(21:38)","正常","正常",," 3.12.31",,"－","山﨑　智之"
"759","5121","216","株式会社　ＦＴ","9","消費税課税事業者届出書","税務署"," 3.12. 2(16:39)",,"完了","済"," 3.12. 2(19:04)","正常","正常",,,,"－","加藤　雄也"
"760","5121","592","有限会社　踊場","5","異動届出書","税務署"," 3.12. 1(11:46)",,"完了","済"," 3.12. 1(19:06)","正常","正常",,,,"－","年岡　藍子"
"761","5121","206","株式会社　マコデン","9","欠損金の繰戻しによる還付請求書","税務署"," 3.11.30(18:28)",,"完了","済"," 3.11.30(19:23)","正常","正常",,,,"－","加藤　雄也"
"762","5121","704","有限会社　山尾工務店","9","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3.11.26(19:03)",,"完了","済"," 3.11.30(17:44)","正常","正常",,,,"－","吉田　政偉"
"763","5121","704","有限会社　山尾工務店","9","異動届出書","税務署"," 3.11.26(19:03)",,"完了","済"," 3.11.30(17:44)","正常","正常",,,,"－","吉田　政偉"
"764","5121","908","福三　株式会社","8","（金銭交付用）事前確定届出給与に関する届出書","税務署"," 3.11.30(16:28)",,"完了","済"," 3.11.30(17:44)","正常","正常",,,,"－","大神　浩央"
"765","5121","025","有限会社　成鉄工業","8","（金銭交付用）事前確定届出給与に関する届出書","税務署"," 3.10.30(15:32)",,"完了","済"," 3.11.30(14:33)","正常","正常",," 3.11. 1",,"－","二間　晃治"
"766","15180","921","ｍｏｃｈａ　ｃｈｉｐ","12","消費税課税事業者届出書","税務署"," 3.11.11(10:47)",,"完了","済"," 3.11.28(13:57)","正常","正常","有",,,"－","宮奥　千悠"
"767","15180","811","Ｃｈｉｐｉｅ","12","消費税簡易課税制度選択届出書","税務署"," 3.11.12(13:28)",,"完了","済"," 3.11.28(13:53)","正常","正常",,,,"－","三上　貴史"
"768","15180","179","Ｓｅｔ　Ｓａｌｏｎ　ｅｌｌｅ","12","源泉所得税の納期の特例の承認に関する申請書","税務署"," 3.11.15(08:48)",,"完了","済"," 3.11.28(13:50)","正常","正常",,,,"－","宮奥　千悠"
"769","15180","179","Ｓｅｔ　Ｓａｌｏｎ　ｅｌｌｅ","12","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3.11.15(08:48)",,"完了","済"," 3.11.28(13:41)","正常","正常",,,,"－","宮奥　千悠"
"770","5121","592","有限会社　踊場","5","異動届出書","税務署"," 3.11. 4(17:33)",,"完了","済"," 3.11.28(13:05)","正常","正常",,,,"－","年岡　藍子"
"771","5121","592","有限会社　踊場","5","（地方）異動届","広島市"," 3.11. 4(17:33)",,"完了","済"," 3.11.28(11:30)","正常","正常",,,,"－","年岡　藍子"
"772","15180","811","Ｃｈｉｐｉｅ","12","消費税課税事業者届出書","税務署"," 3.11.12(13:29)",,"完了","済"," 3.11.28(11:19)","正常","正常","有",,,"－","三上　貴史"
"773","15180","179","Ｓｅｔ　Ｓａｌｏｎ　ｅｌｌｅ","12","消費税課税事業者届出書","税務署"," 3.11.15(08:48)",,"完了","済"," 3.11.27(21:33)","正常","正常","有",,,"－","宮奥　千悠"
"774","15180","179","Ｓｅｔ　Ｓａｌｏｎ　ｅｌｌｅ","12","所得税・消費税の納税地の異動又は変更に関する届出書","税務署"," 3.11.12(09:01)",,"完了","済"," 3.11.27(21:28)","正常","正常",,,,"－","宮奥　千悠"
"775","5121","592","有限会社　踊場","5","（地方）異動届","広島県西部県税事務所（広島）"," 3.11. 4(17:33)",,"完了","済"," 3.11.27(20:54)","正常","正常",,,,"－","年岡　藍子"
"776","5121","086","株式会社　マコト","8","適格請求書発行事業者の登録申請書(国内事業者用)","税務署"," 3.11.16(14:59)",,"完了","済"," 3.11.27(20:23)","正常","正常",,,,"－","木村　大介"
"777","5121","585","相生エンジニアリング株式会社","8","（金銭交付用）事前確定届出給与に関する届出書","税務署"," 3.11.19(16:47)",,"完了","済"," 3.11.26(08:27)","正常","正常",,,,"－","岩崎　健大"
"778","5121","912","株式会社　フルスイング","10","（地方）法人設立・設置届出書","広島市"," 3.11.16(18:00)",,"完了","済"," 3.11.24(16:53)","正常","正常",,,,"－","斗納　慶明"
"779","5121","912","株式会社　フルスイング","10","（地方）法人設立・設置届出書","広島県西部県税事務所（芸北）"," 3.11.16(18:00)",,"完了","済"," 3.11.24(16:53)","正常","正常",,,,"－","斗納　慶明"
"780","5121","912","株式会社　フルスイング","10","源泉所得税の納期の特例の承認に関する申請書","税務署"," 3.11.16(18:00)",,"完了","済"," 3.11.24(16:53)","正常","正常",,,,"－","斗納　慶明"
"781","5121","912","株式会社　フルスイング","10","青色申告の承認申請書","税務署"," 3.11.16(18:00)",,"完了","済"," 3.11.24(16:53)","正常","正常",,,,"－","斗納　慶明"
"782","5121","912","株式会社　フルスイング","10","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3.11.16(18:00)",,"完了","済"," 3.11.24(16:53)","正常","正常",,,,"－","斗納　慶明"
"783","5121","912","株式会社　フルスイング","10","法人設立届出書","税務署"," 3.11.16(18:00)",,"完了","済"," 3.11.24(16:53)","正常","正常",,,,"－","斗納　慶明"
"784","15180","176","こばやし鍼灸整骨院","12","事業廃止届出書（消費税）","税務署"," 3.11.16(17:36)",,"完了","済"," 3.11.24(16:53)","正常","正常",,,,"－","斗納　慶明"
"785","15180","176","こばやし鍼灸整骨院","12","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3.11.16(17:36)",,"完了","済"," 3.11.24(16:53)","正常","正常",,,,"－","斗納　慶明"
"786","15180","176","こばやし鍼灸整骨院","12","個人事業の開業・廃業等届出書","税務署"," 3.11.16(17:36)",,"完了","済"," 3.11.24(16:53)","正常","正常",,,,"－","斗納　慶明"
"787","15180","188","くぼた耳鼻咽喉科アレルギー科","12","所得税の青色申告承認申請書","税務署"," 3.11.11(20:22)",,"完了","済"," 3.11.18(18:27)","正常","正常",,,,"－","河野　秀太"
"788","15180","188","くぼた耳鼻咽喉科アレルギー科","12","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3.11.11(20:22)",,"完了","済"," 3.11.18(18:27)","正常","正常",,,,"－","河野　秀太"
"789","15180","188","くぼた耳鼻咽喉科アレルギー科","12","個人事業の開業・廃業等届出書","税務署"," 3.11.11(20:22)",,"完了","済"," 3.11.18(18:27)","正常","正常",,,,"－","河野　秀太"
"790","15180","901","エム・ディー・エス","12","令和3年分所得税及び復興特別所得税の予定納税額の7月（11月）減額申請書","税務署"," 3.11. 9(15:43)",,"完了","済"," 3.11.12(18:48)","正常","正常","有",,,"－","藤本　光丞"
"791","5121","378","株式会社　ＵＮＩＴＥＤ","2","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3.11.10(08:39)",,"完了","済"," 3.11.12(18:46)","正常","正常",,,,"－","大神　浩央"
"792","5121","378","株式会社　ＵＮＩＴＥＤ","2","異動届出書","税務署"," 3.11.10(08:39)",,"完了","済"," 3.11.12(18:39)","正常","正常",,,,"－","大神　浩央"
"793","5121","378","株式会社　ＵＮＩＴＥＤ","2","（地方）異動届","広島市"," 3.11. 5(09:33)",,"完了","済"," 3.11.12(18:36)","正常","正常",,,,"－","大神　浩央"
"794","5121","378","株式会社　ＵＮＩＴＥＤ","2","（地方）異動届","広島県西部県税事務所（広島）"," 3.11. 5(09:33)",,"完了","済"," 3.11.12(18:25)","正常","正常",,,,"－","大神　浩央"
"795","15180","201","ビューティーハウス　くろだ","12","個人事業の開業・廃業等届出書","税務署"," 3.11. 4(09:43)",,"完了","済"," 3.11. 4(17:13)","正常","正常",,,,"－","奥谷　佐代子"
"796","5121","086","株式会社　マコト","8","（地方）異動届","広島市"," 3.10.29(16:44)",,"完了","済"," 3.11. 1(11:52)","正常","正常",,,,"－","木村　大介"
"797","5121","086","株式会社　マコト","8","（地方）異動届","広島県西部県税事務所（広島）"," 3.10.29(16:44)",,"完了","済"," 3.11. 1(11:52)","正常","正常",,,,"－","木村　大介"
"798","5121","209","弁護士法人　リーガルジャパン","11","（地方）法人設立・設置届出書","東京都千代田都税事務所"," 3.10.26(18:24)",,"完了","済"," 3.11. 1(11:52)","正常","正常",,,,"－","山﨑　智之"
"799","5121","979","有限会社　フロムファースト設計事務所","8","消費税の納税義務者でなくなった旨の届出書","税務署"," 3.10.29(16:47)",,"完了","済"," 3.11. 1(11:51)","正常","正常",,,,"－","八谷　聡美"
"800","5121","086","株式会社　マコト","8","異動届出書","税務署"," 3.10.29(16:44)",,"完了","済"," 3.11. 1(11:51)","正常","正常",,,,"－","木村　大介"
"801","5121","237","株式会社　ファインレック","8","（地方）法人設立・設置届出書","広島市"," 3.10.13(16:05)",,"完了","済"," 3.10.29(16:41)","正常","正常",,,,"－","奥谷　佐代子"
"802","5121","565","株式会社　ＪＡＰＡＮ　ＩＤＥＡＬ","7","（地方）法人設立・設置届出書","熊野町"," 3.10.26(08:22)",,"完了","済"," 3.10.29(16:41)","正常","正常",,,,"－","横井　要"
"803","5121","565","株式会社　ＪＡＰＡＮ　ＩＤＥＡＬ","7","（地方）法人設立・設置届出書","広島県西部県税事務所（広島）"," 3.10.26(08:22)",,"完了","済"," 3.10.29(16:41)","正常","正常",,,,"－","横井　要"
"804","5121","297","株式会社　Ｓ＆Ｋプラザ","8","（地方）異動届","広島市"," 3.10.13(10:06)",,"完了","済"," 3.10.29(16:41)","正常","正常",," 3.10.13",,"－","二間　晃治"
"805","5121","297","株式会社　Ｓ＆Ｋプラザ","8","（地方）異動届","広島県西部県税事務所（芸北）"," 3.10.13(10:06)",,"完了","済"," 3.10.29(16:40)","正常","正常",," 3.10.13",,"－","二間　晃治"
"806","5121","565","井手　備方",,"事業廃止届出書（消費税）","税務署"," 3.10.25(10:59)",,"完了","済"," 3.10.29(16:40)","正常","正常",,,,"－","横井　要"
"807","5121","565","井手　備方",,"給与支払事務所等の開設・移転・廃止届出書","税務署"," 3.10.25(10:59)",,"完了","済"," 3.10.29(16:40)","正常","正常",,,,"－","横井　要"
"808","5121","565","井手　備方",,"個人事業の開業・廃業等届出書","税務署"," 3.10.25(10:59)",,"完了","済"," 3.10.29(16:40)","正常","正常",,,,"－","横井　要"
"809","5121","565","株式会社　ＪＡＰＡＮ　ＩＤＥＡＬ","7","源泉所得税の納期の特例の承認に関する申請書","税務署"," 3.10.25(10:46)",,"完了","済"," 3.10.29(16:40)","正常","正常",,,,"－","横井　要"
"810","5121","565","株式会社　ＪＡＰＡＮ　ＩＤＥＡＬ","7","青色申告の承認申請書","税務署"," 3.10.25(10:46)",,"完了","済"," 3.10.29(16:40)","正常","正常",,,,"－","横井　要"
"811","5121","565","株式会社　ＪＡＰＡＮ　ＩＤＥＡＬ","7","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3.10.25(10:46)",,"完了","済"," 3.10.29(16:40)","正常","正常",,,,"－","横井　要"
"812","5121","565","株式会社　ＪＡＰＡＮ　ＩＤＥＡＬ","7","法人設立届出書","税務署"," 3.10.26(08:22)",,"完了","済"," 3.10.29(16:40)","正常","正常",,,,"－","横井　要"
"813","99999","987","株式会社　セグロ","8","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3.10. 6(11:50)",,"完了","済"," 3.10.29(16:40)","正常","正常",,,,"－","三上　貴史"
"814","5121","901","株式会社　Ｎｅｘｔ　Ｄｒｅａｍ","9","消費税課税事業者届出書","税務署"," 3.10.22(12:08)",,"完了","済"," 3.10.29(16:40)","正常","正常",,,,"－","大神　浩央"
"815","15180","176","こばやし鍼灸整骨院","12","消費税課税事業者届出書","税務署"," 3.10. 8(19:12)",,"完了","済"," 3.10.29(16:40)","正常","正常","有",,,"－","斗納　慶明"
"816","5121","540","株式会社　ナカノツール","8","消費税課税事業者届出書","税務署"," 3.10.22(19:17)",,"完了","済"," 3.10.29(16:40)","正常","正常",,,,"－","林　真理枝"
